Date,Day,PDH,PDH_Time,PDM,PDM_Time,PDL,PDL_Time,HighOfDay%,High_Of_Day_Time,LowOfDay%,Low_Of_Day_Time,Day_Range,P12_Hour_High_Hit_TF,P_12_Hour_High_Hit_Time,P12_Hour_Mid_Hit_TF,P_12_Hour_Mid_Hit_Time,P12_Hour_Low_Hit_TF,P_12_Hour_Low_Hit_Time,AsiaDirection,AsiaSession,AsiaModelStatus,LondonDirection,LondonSession,LondonModelStatus,NY1Direction,NY1Session,NY1ModelStatus
20/03/2012,Tuesday,True,15:20:00,True,05:30:00,False,,0.31,16:10:00,-0.82,09:45:00,30.75,14:20:00,True,13:05:00,True,08:00:00,True,Short,1.0,Complete,Short,1.0,Broken,Short,1.0,Broken
21/03/2012,Wednesday,True,20:30:00,False,,False,,0.53,15:05:00,-0.15,11:00:00,18.5,12:40:00,True,06:10:00,True,10:55:00,True,Long,1.0,Broken,Long,0.0,Broken,Long,0.0,Broken
22/03/2012,Thursday,False,,True,21:15:00,True,22:55:00,0.24,22:10:00,-0.69,09:25:00,25.25,,False,10:00:00,True,09:25:00,True,Long,0.0,Broken,Short,1.0,Broken,Long,0.0,Broken
23/03/2012,Friday,True,03:25:00,True,09:30:00,True,10:00:00,0.46,04:35:00,-0.85,10:10:00,35.75,,False,,False,07:55:00,True,Long,1.0,Broken,Long,1.0,Complete,Long,0.0,Complete
26/03/2012,Monday,True,08:00:00,False,,False,,1.77,16:10:00,-0.85,18:00:00,49.0,06:15:00,True,,False,,False,Long,1.0,Broken,Short,0.0,Complete,Long,1.0,Complete
27/03/2012,Tuesday,True,18:30:00,False,,False,,0.43,15:05:00,-0.2,08:00:00,17.5,14:10:00,True,10:10:00,True,07:50:00,True,Long,0.0,Broken,Long,1.0,Broken,Long,1.0,Broken
28/03/2012,Wednesday,True,09:40:00,True,21:15:00,True,10:35:00,0.55,09:40:00,-0.89,14:10:00,40.0,09:35:00,True,06:25:00,True,10:35:00,True,Long,1.0,Broken,Long,1.0,Broken,Short,0.0,Complete
29/03/2012,Thursday,False,,True,18:45:00,True,09:25:00,0.16,03:55:00,-1.15,12:30:00,36.25,,False,,False,06:00:00,True,Short,1.0,Broken,Long,0.0,Complete,Short,0.0,Broken
30/03/2012,Friday,True,05:40:00,True,18:45:00,False,,0.56,05:40:00,-0.63,10:40:00,33.0,,False,09:35:00,True,10:10:00,True,Long,1.0,Broken,Long,0.0,Broken,Short,1.0,Complete
2012-02-04 00:00:00,Monday,True,11:45:00,True,04:35:00,False,,0.93,14:40:00,-0.53,09:35:00,40.25,11:00:00,True,10:00:00,True,07:45:00,True,,,Broken,Short,1.0,Broken,Long,0.0,Complete
2012-03-04 00:00:00,Tuesday,True,09:30:00,True,14:40:00,False,,0.55,11:00:00,-0.48,14:40:00,28.5,09:00:00,True,07:05:00,True,07:25:00,True,Long,0.0,Broken,Long,0.0,Broken,Long,1.0,Broken
2012-04-04 00:00:00,Wednesday,False,,False,,True,04:00:00,0.02,18:05:00,-1.91,13:30:00,53.5,,False,,False,06:25:00,True,Short,1.0,Complete,Short,1.0,Complete,Short,1.0,Complete
2012-05-04 00:00:00,Thursday,False,,True,10:55:00,True,05:40:00,0.93,15:50:00,-0.47,06:00:00,38.25,10:40:00,True,08:30:00,True,06:00:00,True,Long,0.0,Broken,Short,0.0,Broken,Long,1.0,Complete
2012-09-04 00:00:00,Monday,False,,True,10:55:00,True,18:30:00,0.82,14:55:00,-0.26,09:50:00,29.25,09:35:00,True,06:10:00,True,09:50:00,True,Short,1.0,Broken,Long,1.0,Broken,Long,0.0,Complete
2012-10-04 00:00:00,Tuesday,False,,True,20:50:00,True,11:50:00,0.54,10:00:00,-1.72,14:35:00,61.75,09:30:00,True,06:15:00,True,10:20:00,True,Short,0.0,Broken,Short,0.0,Broken,Short,0.0,Complete
2012-11-04 00:00:00,Wednesday,False,,True,05:55:00,False,,0.82,10:30:00,-0.11,04:00:00,25.25,06:00:00,True,09:40:00,True,,False,Long,1.0,Broken,Short,0.0,Broken,Short,0.0,Broken
2012-12-04 00:00:00,Thursday,True,09:45:00,True,19:15:00,False,,1.18,16:05:00,-0.13,20:45:00,35.5,07:40:00,True,06:15:00,True,,False,Short,0.0,Broken,Short,0.0,Broken,Short,0.0,Complete
13/04/2012,Friday,True,21:20:00,True,09:30:00,True,10:25:00,0.28,21:20:00,-1.61,16:10:00,51.75,,False,06:40:00,True,09:30:00,True,Long,0.0,Broken,Short,0.0,Broken,Short,1.0,Complete
16/04/2012,Monday,False,,False,,True,18:30:00,0.57,09:05:00,-1.42,10:15:00,53.5,06:00:00,True,09:45:00,True,09:50:00,True,Short,1.0,Broken,Long,1.0,Broken,Long,0.0,Complete
17/04/2012,Tuesday,True,11:05:00,True,09:35:00,True,02:30:00,2.4,15:25:00,-0.38,02:35:00,74.0,06:40:00,True,,False,,False,Long,0.0,Broken,Long,1.0,Complete,Long,1.0,Complete
18/04/2012,Wednesday,True,15:05:00,False,,False,,0.51,15:05:00,-0.74,16:10:00,33.75,09:45:00,True,09:35:00,True,06:35:00,True,Long,1.0,Broken,Short,0.0,Broken,Long,1.0,Broken
19/04/2012,Thursday,True,10:35:00,True,03:00:00,True,13:10:00,1.06,10:40:00,-1.28,14:35:00,63.5,09:45:00,True,07:20:00,True,07:25:00,True,Short,0.0,Broken,Long,0.0,Broken,Short,0.0,Broken
20/04/2012,Friday,False,,True,09:55:00,True,15:45:00,0.83,10:35:00,-0.6,15:45:00,38.25,06:00:00,True,09:45:00,True,14:05:00,True,Long,0.0,Broken,Long,0.0,Broken,Short,0.0,Broken
23/04/2012,Monday,False,,False,,True,19:10:00,0.15,20:20:00,-1.72,10:45:00,50.0,,False,,False,07:00:00,True,Long,0.0,Complete,Short,1.0,Complete,Long,0.0,Broken
24/04/2012,Tuesday,False,,True,08:30:00,True,13:55:00,0.42,07:10:00,-1.13,14:25:00,41.25,07:10:00,True,07:45:00,True,08:25:00,True,Short,0.0,Broken,Long,1.0,Broken,Short,1.0,Complete
25/04/2012,Wednesday,True,02:00:00,False,,False,,1.39,09:50:00,-0.17,02:55:00,41.5,06:05:00,True,,False,,False,Long,0.0,Broken,Long,1.0,Complete,Short,0.0,Complete
26/04/2012,Thursday,True,21:20:00,False,,False,,0.79,15:15:00,-0.39,08:45:00,32.0,09:40:00,True,09:30:00,True,06:00:00,True,Long,0.0,Broken,Long,0.0,Broken,Short,0.0,Complete
27/04/2012,Friday,True,07:00:00,True,03:00:00,False,,1.08,13:35:00,-0.29,03:00:00,37.25,07:00:00,True,,False,,False,Long,0.0,Broken,Long,1.0,Complete,Long,0.0,Complete
30/04/2012,Monday,False,,True,07:55:00,False,,0.12,18:10:00,-0.93,14:35:00,28.75,,False,,False,06:00:00,True,Short,1.0,Broken,Short,1.0,Complete,Long,0.0,Complete
2012-01-05 00:00:00,Tuesday,True,10:20:00,True,10:00:00,True,05:45:00,1.2,11:50:00,-0.36,09:30:00,42.5,07:35:00,True,06:45:00,True,09:30:00,True,Short,0.0,Broken,Long,0.0,Complete,Short,0.0,Broken
2012-02-05 00:00:00,Wednesday,False,,True,15:45:00,True,07:15:00,0.49,15:45:00,-0.6,09:05:00,29.5,12:20:00,True,11:30:00,True,06:55:00,True,Long,0.0,Broken,Short,1.0,Broken,Short,0.0,Complete
2012-03-05 00:00:00,Thursday,True,03:10:00,True,11:45:00,True,13:40:00,0.37,08:30:00,-1.3,16:10:00,45.5,06:30:00,True,09:25:00,True,09:35:00,True,Long,0.0,Broken,Long,1.0,Broken,Long,0.0,Complete
2012-04-05 00:00:00,Friday,False,,False,,True,20:35:00,0.19,03:15:00,-2.6,16:10:00,75.25,,False,06:35:00,True,08:25:00,True,Short,1.0,Broken,Short,1.0,Broken,Long,0.0,Complete
2012-07-05 00:00:00,Monday,False,,False,,True,09:30:00,1.46,13:55:00,-0.91,18:35:00,61.75,06:30:00,True,,False,,False,,,Broken,Long,1.0,Complete,Long,1.0,Complete
2012-08-05 00:00:00,Tuesday,False,,True,05:50:00,True,11:10:00,0.16,19:50:00,-2.06,11:10:00,58.5,,False,07:55:00,True,08:30:00,True,Long,0.0,Complete,Short,1.0,Broken,Short,1.0,Broken
2012-09-05 00:00:00,Wednesday,False,,True,22:50:00,False,,0.26,13:50:00,-1.57,10:25:00,48.0,11:45:00,True,11:10:00,True,06:45:00,True,Short,1.0,Broken,Short,1.0,Broken,Short,0.0,Complete
2012-10-05 00:00:00,Thursday,True,08:35:00,True,19:15:00,False,,1.29,09:15:00,-0.01,12:05:00,33.75,07:55:00,True,06:50:00,True,12:05:00,True,Long,1.0,Broken,Short,1.0,Broken,Long,0.0,Complete
2012-11-05 00:00:00,Friday,True,10:35:00,True,09:50:00,True,19:30:00,1.28,10:40:00,-0.36,09:20:00,42.75,09:45:00,True,06:50:00,True,08:45:00,True,Short,0.0,Broken,Short,0.0,Broken,Short,0.0,Broken
14/05/2012,Monday,False,,False,,True,19:10:00,0.42,21:00:00,-0.71,10:25:00,29.5,,False,11:25:00,True,07:00:00,True,Long,1.0,Broken,Short,1.0,Broken,Short,0.0,Broken
15/05/2012,Tuesday,True,12:05:00,True,02:45:00,True,15:10:00,1.16,12:10:00,-0.45,15:25:00,41.75,12:05:00,True,08:55:00,True,15:05:00,True,Long,0.0,Broken,Long,1.0,Broken,Long,0.0,Broken
16/05/2012,Wednesday,False,,True,08:30:00,True,23:35:00,0.5,09:50:00,-1.04,14:35:00,39.75,07:15:00,True,06:00:00,True,13:40:00,True,Short,1.0,Broken,Long,1.0,Broken,Long,0.0,Complete
17/05/2012,Thursday,False,,False,,True,06:15:00,0.56,01:10:00,-2.01,16:10:00,65.75,,False,09:20:00,True,06:40:00,True,Long,1.0,Broken,Short,1.0,Broken,Long,0.0,Complete
18/05/2012,Friday,False,,False,,True,00:05:00,0.44,07:20:00,-1.7,16:10:00,53.75,06:35:00,True,09:40:00,True,11:35:00,True,Long,0.0,Broken,Long,1.0,Broken,Short,0.0,Complete
21/05/2012,Monday,True,12:15:00,True,10:10:00,True,18:45:00,2.99,16:10:00,-0.3,18:35:00,81.5,10:05:00,True,08:45:00,True,,False,Long,1.0,Complete,Long,1.0,Broken,Short,0.0,Complete
22/05/2012,Tuesday,True,19:55:00,False,,False,,0.7,10:40:00,-0.85,15:45:00,39.25,08:00:00,True,07:20:00,True,06:15:00,True,Long,0.0,Broken,Short,1.0,Broken,Short,0.0,Broken
23/05/2012,Wednesday,False,,True,15:35:00,True,01:30:00,0.68,15:40:00,-1.48,12:05:00,54.75,15:30:00,True,09:55:00,True,06:00:00,True,Short,1.0,Broken,Short,1.0,Broken,Long,0.0,Broken
24/05/2012,Thursday,True,06:15:00,True,03:35:00,False,,0.59,09:00:00,-1.22,15:10:00,46.0,06:00:00,True,09:35:00,True,13:50:00,True,Short,1.0,Broken,Short,0.0,Broken,Short,0.0,Complete
25/05/2012,Friday,False,,True,21:45:00,False,,0.54,04:20:00,-0.77,15:20:00,33.25,,False,06:50:00,True,10:10:00,True,Long,0.0,Broken,Long,1.0,Broken,Short,1.0,Complete
29/05/2012,Tuesday,True,03:05:00,True,19:50:00,False,,1.26,10:30:00,-0.26,20:05:00,38.5,10:10:00,True,06:15:00,True,,False,Short,0.0,Broken,Long,0.0,Broken,Long,1.0,Broken
30/05/2012,Wednesday,False,,True,20:45:00,True,06:55:00,1.26,18:00:00,-1.48,09:40:00,39.5,,False,07:00:00,True,06:20:00,True,Short,1.0,Complete,Short,0.0,Broken,Short,1.0,Broken
31/05/2012,Thursday,False,,True,04:10:00,True,09:45:00,0.48,04:45:00,-0.96,10:10:00,36.5,,False,08:25:00,True,09:40:00,True,Short,0.0,Broken,Short,0.0,Broken,Short,1.0,Broken
2012-01-06 00:00:00,Friday,False,,False,,True,04:30:00,0.12,19:55:00,-2.58,16:10:00,68.0,,False,,False,06:10:00,True,Long,0.0,Complete,Long,0.0,Complete,Short,1.0,Complete
2012-04-06 00:00:00,Monday,False,,False,,True,06:10:00,0.82,09:35:00,-1.07,21:25:00,46.5,07:00:00,True,10:05:00,True,,False,Short,1.0,Broken,Long,1.0,Complete,Long,0.0,Broken
2012-05-06 00:00:00,Tuesday,True,20:05:00,False,,False,,0.84,15:50:00,-0.48,07:20:00,32.5,10:00:00,True,08:35:00,True,07:05:00,True,Long,1.0,Broken,Short,1.0,Broken,Long,1.0,Complete
2012-06-06 00:00:00,Wednesday,True,19:25:00,False,,False,,2.48,16:10:00,-0.12,18:35:00,64.75,07:15:00,True,08:40:00,True,,False,Long,1.0,Complete,Long,1.0,Complete,Short,0.0,Complete
2012-07-06 00:00:00,Thursday,True,05:05:00,False,,False,,0.77,09:25:00,-0.75,15:50:00,38.5,07:00:00,True,06:25:00,True,10:40:00,True,Long,1.0,Broken,Long,1.0,Broken,Short,0.0,Complete
2012-08-06 00:00:00,Friday,False,,True,13:05:00,True,20:25:00,1.09,16:10:00,-0.76,04:30:00,46.75,10:35:00,True,06:00:00,True,,False,Short,1.0,Broken,Short,0.0,Broken,Long,0.0,Complete
2012-11-06 00:00:00,Monday,True,09:40:00,True,14:00:00,True,15:50:00,1.09,18:00:00,-2.68,15:55:00,89.75,,False,,False,06:20:00,True,,,Broken,Short,1.0,Complete,Long,0.0,Complete
2012-12-06 00:00:00,Tuesday,False,,False,,True,10:10:00,1.38,16:10:00,-0.28,10:35:00,41.75,09:35:00,True,08:00:00,True,10:20:00,True,Long,1.0,Broken,Long,0.0,Broken,Long,0.0,Complete
13/06/2012,Wednesday,True,03:45:00,True,09:55:00,False,,0.39,10:55:00,-1.13,15:45:00,38.75,10:35:00,True,06:00:00,True,08:30:00,True,Long,0.0,Broken,Long,0.0,Broken,Short,0.0,Broken
14/06/2012,Thursday,False,,True,23:05:00,True,09:35:00,0.75,15:05:00,-0.58,09:45:00,33.75,11:20:00,True,06:35:00,True,08:05:00,True,Long,1.0,Broken,Long,0.0,Broken,Short,0.0,Broken
15/06/2012,Friday,True,03:20:00,False,,False,,1.2,15:55:00,-0.15,20:40:00,34.25,10:00:00,True,06:15:00,True,,False,Short,0.0,Broken,Long,1.0,Broken,Short,0.0,Complete
18/06/2012,Monday,True,04:00:00,True,09:30:00,False,,0.55,14:15:00,-1.2,09:30:00,45.25,13:35:00,True,06:10:00,True,08:35:00,True,,,Broken,Short,1.0,Broken,Short,0.0,Complete
19/06/2012,Tuesday,True,20:40:00,False,,False,,1.28,13:45:00,-0.3,04:05:00,41.0,06:10:00,True,,False,,False,Long,0.0,Broken,Long,0.0,Complete,Short,0.0,Complete
20/06/2012,Wednesday,True,13:05:00,True,12:25:00,False,,0.59,13:05:00,-0.58,12:30:00,30.75,07:25:00,True,06:20:00,True,12:20:00,True,Long,0.0,Broken,Short,0.0,Broken,Short,0.0,Broken
21/06/2012,Thursday,False,,True,21:55:00,True,10:05:00,0.05,07:45:00,-2.7,15:45:00,72.0,07:45:00,True,06:00:00,True,10:00:00,True,Short,1.0,Broken,Short,0.0,Broken,Short,1.0,Complete
22/06/2012,Friday,False,,False,,True,07:30:00,0.96,15:55:00,-0.34,07:30:00,33.25,06:00:00,True,07:25:00,True,07:30:00,True,Short,1.0,Broken,Long,1.0,Broken,Long,1.0,Complete
25/06/2012,Monday,False,,True,20:45:00,True,09:30:00,0.96,18:00:00,-2.05,12:00:00,56.25,,False,,False,06:05:00,True,Short,1.0,Complete,Short,1.0,Complete,Short,1.0,Complete
26/06/2012,Tuesday,False,,True,10:05:00,False,,0.91,14:20:00,-0.14,11:10:00,26.5,09:35:00,True,07:35:00,True,11:05:00,True,Long,1.0,Broken,Long,0.0,Broken,Long,0.0,Broken
27/06/2012,Wednesday,True,01:50:00,False,,False,,0.95,10:10:00,-0.19,20:05:00,29.0,09:30:00,True,06:00:00,True,,False,Short,0.0,Broken,Long,0.0,Broken,Short,0.0,Complete
28/06/2012,Thursday,False,,True,20:00:00,True,04:15:00,0.23,02:25:00,-2.16,14:30:00,61.25,,False,07:15:00,True,06:00:00,True,Short,0.0,Broken,Short,1.0,Complete,Short,1.0,Complete
29/06/2012,Friday,True,02:00:00,True,22:50:00,False,,3.52,16:00:00,-0.34,20:10:00,97.5,07:15:00,True,,False,,False,Short,0.0,Complete,Short,0.0,Broken,Long,1.0,Complete
2012-02-07 00:00:00,Monday,True,04:25:00,False,,False,,0.32,09:45:00,-0.48,10:05:00,20.75,09:45:00,True,06:05:00,True,10:05:00,True,Short,1.0,Broken,Long,1.0,Broken,Long,0.0,Broken
2012-05-07 00:00:00,Thursday,False,,False,,False,,0.58,14:05:00,-0.61,10:10:00,31.25,06:55:00,True,07:55:00,True,09:55:00,True,Short,1.0,Broken,Long,1.0,Broken,Short,0.0,Broken
2012-06-07 00:00:00,Friday,False,,True,18:40:00,True,09:40:00,0.09,20:00:00,-1.93,14:20:00,53.25,,False,06:05:00,True,08:30:00,True,Long,0.0,Broken,Long,1.0,Broken,Short,1.0,Complete
2012-09-07 00:00:00,Monday,False,,False,,False,,0.5,09:35:00,-0.42,10:30:00,24.0,08:15:00,True,06:05:00,True,10:00:00,True,Short,0.0,Broken,Short,0.0,Broken,Long,0.0,Broken
2012-10-07 00:00:00,Tuesday,True,05:30:00,True,18:40:00,True,11:05:00,0.84,09:40:00,-1.35,15:40:00,57.0,06:35:00,True,10:10:00,True,10:55:00,True,Long,0.0,Broken,Short,0.0,Broken,Long,0.0,Complete
2012-11-07 00:00:00,Wednesday,False,,False,,True,09:45:00,0.46,07:05:00,-1.34,14:30:00,46.25,06:35:00,True,08:10:00,True,09:30:00,True,Short,0.0,Broken,Long,1.0,Broken,Short,1.0,Complete
2012-12-07 00:00:00,Thursday,False,,True,18:30:00,True,06:40:00,0.46,18:00:00,-2.05,10:45:00,52.75,,False,,False,06:30:00,True,Short,1.0,Complete,Short,0.0,Broken,Long,0.0,Broken
13/07/2012,Friday,True,10:45:00,True,18:35:00,False,,1.73,15:10:00,-0.05,19:35:00,45.25,06:35:00,True,07:45:00,True,,False,Short,0.0,Broken,Long,0.0,Broken,Short,0.0,Complete
16/07/2012,Monday,False,,True,09:55:00,False,,0.28,11:15:00,-0.62,10:05:00,23.25,09:30:00,True,06:20:00,True,09:40:00,True,Short,1.0,Broken,Long,1.0,Broken,Long,0.0,Broken
17/07/2012,Tuesday,True,00:40:00,True,20:25:00,True,10:35:00,0.9,14:55:00,-0.88,10:45:00,46.0,07:40:00,True,09:45:00,True,10:00:00,True,Long,1.0,Broken,Long,0.0,Broken,Long,0.0,Broken
18/07/2012,Wednesday,True,00:40:00,True,20:25:00,True,10:35:00,1.59,12:20:00,-0.41,08:40:00,51.75,09:35:00,True,09:30:00,True,06:00:00,True,Long,0.0,Broken,Long,0.0,Broken,Short,0.0,Complete
19/07/2012,Thursday,True,19:15:00,False,,False,,0.95,12:25:00,-0.19,19:10:00,30.0,06:30:00,True,06:00:00,True,,False,Long,1.0,Broken,Short,0.0,Broken,Long,1.0,Complete
20/07/2012,Friday,False,,True,08:05:00,True,11:30:00,0.11,04:55:00,-1.57,15:55:00,44.75,,False,,False,06:20:00,True,Short,1.0,Broken,Long,0.0,Complete,Short,1.0,Complete
23/07/2012,Monday,False,,False,,True,18:30:00,0.15,18:25:00,-2.52,09:45:00,69.75,,False,,False,06:05:00,True,Short,1.0,Complete,Short,1.0,Complete,Short,1.0,Broken
24/07/2012,Tuesday,False,,True,20:00:00,False,,0.73,09:30:00,-1.02,15:15:00,45.0,09:05:00,True,06:00:00,True,12:00:00,True,Long,1.0,Broken,Short,1.0,Broken,Long,0.0,Broken
25/07/2012,Wednesday,False,,False,,True,08:35:00,1.49,14:35:00,-0.21,20:00:00,42.75,06:30:00,True,,False,,False,Short,0.0,Complete,Long,1.0,Broken,Long,0.0,Broken
26/07/2012,Thursday,True,06:55:00,True,04:05:00,False,,1.86,09:40:00,-0.65,05:05:00,63.75,06:20:00,True,06:10:00,True,,False,Short,1.0,Broken,Short,0.0,Complete,Long,1.0,Broken
27/07/2012,Friday,True,09:00:00,False,,False,,2.67,16:10:00,-0.18,05:15:00,73.5,08:35:00,True,06:15:00,True,,False,Short,0.0,Broken,Short,1.0,Broken,Long,1.0,Complete
30/07/2012,Monday,True,09:00:00,False,,False,,0.67,10:00:00,-0.45,15:10:00,29.5,08:05:00,True,06:55:00,True,11:20:00,True,Short,1.0,Broken,Long,1.0,Broken,Long,0.0,Complete
31/07/2012,Tuesday,False,,True,22:05:00,False,,0.56,09:40:00,-0.26,16:10:00,21.5,09:40:00,True,08:30:00,True,16:00:00,True,Short,0.0,Broken,Long,1.0,Broken,Short,0.0,Broken
2012-01-08 00:00:00,Wednesday,True,08:25:00,True,03:00:00,True,21:25:00,0.77,09:30:00,-0.66,14:10:00,37.75,06:25:00,True,10:00:00,True,14:10:00,True,Long,0.0,Broken,Long,1.0,Broken,Long,0.0,Complete
2012-02-08 00:00:00,Thursday,False,,True,05:50:00,True,08:40:00,0.92,08:30:00,-0.93,09:30:00,48.75,06:00:00,True,07:45:00,True,08:40:00,True,Short,0.0,Broken,Short,0.0,Broken,Long,0.0,Complete
2012-03-08 00:00:00,Friday,True,08:25:00,True,02:15:00,False,,2.42,14:20:00,-0.08,18:15:00,65.25,06:45:00,True,,False,,False,Long,1.0,Complete,Long,1.0,Complete,Long,1.0,Complete
2012-06-08 00:00:00,Monday,True,04:30:00,False,,False,,1.0,12:50:00,-0.12,18:50:00,30.0,09:40:00,True,09:30:00,True,,False,Long,1.0,Broken,Long,1.0,Complete,Short,0.0,Complete
2012-07-08 00:00:00,Tuesday,True,04:30:00,True,20:05:00,False,,1.31,12:35:00,-0.06,21:05:00,36.75,08:30:00,True,,False,,False,Short,0.0,Complete,Long,1.0,Complete,Long,0.0,Complete
2012-08-08 00:00:00,Wednesday,False,,True,06:05:00,False,,0.33,12:20:00,-0.27,10:30:00,16.25,11:15:00,True,06:30:00,True,06:05:00,True,Short,0.0,Broken,Long,0.0,Broken,Long,0.0,Complete
2012-09-08 00:00:00,Thursday,True,23:15:00,True,21:30:00,False,,0.62,01:20:00,-0.11,07:40:00,19.75,,False,06:00:00,True,07:40:00,True,Short,0.0,Broken,Short,1.0,Broken,Long,1.0,Broken
2012-10-08 00:00:00,Friday,False,,True,20:25:00,True,09:50:00,0.24,16:00:00,-0.52,09:50:00,20.75,15:45:00,True,06:00:00,True,09:50:00,True,Short,1.0,Broken,Long,1.0,Broken,Long,0.0,Complete
13/08/2012,Monday,True,07:00:00,True,21:10:00,False,,0.36,16:10:00,-0.52,11:05:00,24.0,06:45:00,True,09:30:00,True,10:25:00,True,Short,1.0,Broken,Short,0.0,Broken,Short,0.0,Broken
14/08/2012,Tuesday,True,21:00:00,False,,False,,0.49,11:30:00,-0.32,15:50:00,22.25,08:30:00,True,06:00:00,True,15:35:00,True,Short,0.0,Broken,Long,0.0,Broken,Long,0.0,Broken
15/08/2012,Wednesday,False,,True,09:30:00,True,21:15:00,0.6,16:10:00,-0.22,03:55:00,22.25,09:30:00,True,06:00:00,True,,False,Short,0.0,Broken,Short,1.0,Broken,Long,1.0,Complete
16/08/2012,Thursday,True,18:35:00,False,,False,,1.2,15:25:00,-0.1,03:10:00,35.75,08:30:00,True,07:30:00,True,,False,Long,1.0,Broken,,,Complete,Long,0.0,Complete
17/08/2012,Friday,True,09:25:00,False,,False,,0.51,15:55:00,-0.12,21:05:00,17.25,09:20:00,True,06:45:00,True,,False,Short,1.0,Broken,Long,1.0,Broken,Long,1.0,Complete
20/08/2012,Monday,True,05:05:00,True,09:40:00,False,,0.34,15:35:00,-0.28,10:20:00,17.25,12:10:00,True,06:00:00,True,07:35:00,True,Short,1.0,Broken,Long,0.0,Broken,Short,1.0,Broken
21/08/2012,Tuesday,True,03:15:00,True,12:05:00,True,13:40:00,0.78,10:35:00,-0.69,15:15:00,41.0,08:35:00,True,11:10:00,True,12:00:00,True,Short,0.0,Broken,Long,1.0,Broken,Long,0.0,Complete
22/08/2012,Wednesday,False,,True,14:45:00,True,09:35:00,0.55,15:10:00,-0.56,09:40:00,30.75,10:00:00,True,06:00:00,True,09:15:00,True,Short,1.0,Broken,Long,1.0,Broken,Long,0.0,Broken
23/08/2012,Thursday,True,21:25:00,True,08:35:00,True,10:10:00,0.38,03:25:00,-1.01,13:25:00,38.5,,False,06:05:00,True,07:55:00,True,Long,1.0,Broken,Short,1.0,Complete,Short,1.0,Complete
24/08/2012,Friday,False,,True,11:00:00,True,08:45:00,0.84,13:45:00,-0.42,09:35:00,34.75,10:35:00,True,08:25:00,True,07:20:00,True,Long,0.0,Broken,Short,1.0,Broken,Short,0.0,Complete
27/08/2012,Monday,True,18:40:00,False,,False,,0.42,08:15:00,-0.27,15:55:00,19.25,06:20:00,True,09:40:00,True,09:45:00,True,Long,0.0,Broken,Long,1.0,Broken,Short,1.0,Broken
28/08/2012,Tuesday,False,,True,03:55:00,True,22:55:00,0.25,12:20:00,-0.45,10:00:00,19.5,12:15:00,True,07:55:00,True,09:55:00,True,Long,0.0,Broken,Short,0.0,Broken,Short,0.0,Broken
29/08/2012,Wednesday,True,13:45:00,True,03:20:00,False,,0.3,13:45:00,-0.4,10:55:00,19.25,09:35:00,True,08:25:00,True,10:45:00,True,Long,1.0,Complete,Short,1.0,Broken,Long,0.0,Broken
30/08/2012,Thursday,False,,True,18:45:00,True,06:05:00,0.06,18:15:00,-1.1,10:55:00,32.25,,False,,False,06:05:00,True,Short,1.0,Complete,Long,0.0,Complete,Long,0.0,Complete
31/08/2012,Friday,True,11:00:00,True,05:40:00,True,10:05:00,1.13,11:00:00,-0.33,10:10:00,40.0,06:10:00,True,10:00:00,True,10:05:00,True,Long,1.0,Broken,Long,1.0,Broken,Long,0.0,Broken
2012-04-09 00:00:00,Tuesday,False,,True,09:40:00,True,10:55:00,0.05,22:10:00,-1.38,10:55:00,40.0,,False,06:10:00,True,06:45:00,True,Short,0.0,Broken,Short,1.0,Broken,Short,1.0,Broken
2012-05-09 00:00:00,Wednesday,False,,True,03:35:00,False,,0.29,10:30:00,-0.57,04:25:00,23.75,10:00:00,True,07:05:00,True,,False,Short,1.0,Complete,Short,0.0,Broken,Short,0.0,Broken
2012-06-09 00:00:00,Thursday,True,03:55:00,True,18:30:00,False,,2.2,14:55:00,-0.05,19:00:00,62.5,09:30:00,True,08:35:00,True,,False,Long,1.0,Complete,Long,1.0,Broken,Long,0.0,Complete
2012-07-09 00:00:00,Friday,True,02:10:00,False,,False,,0.29,06:10:00,-0.39,09:30:00,19.25,06:10:00,True,08:00:00,True,08:30:00,True,Short,0.0,Broken,Long,1.0,Broken,Short,1.0,Complete
2012-10-09 00:00:00,Monday,False,,False,,True,23:05:00,0.05,09:30:00,-1.34,16:10:00,39.25,09:30:00,True,06:45:00,True,09:40:00,True,Short,1.0,Broken,Short,1.0,Broken,Long,0.0,Complete
2012-11-09 00:00:00,Tuesday,False,,False,,True,20:20:00,0.53,11:20:00,-0.26,23:35:00,22.0,08:05:00,True,06:20:00,True,,False,Long,0.0,Broken,,,Broken,Short,0.0,Broken
2012-12-09 00:00:00,Wednesday,True,05:55:00,True,22:20:00,True,18:30:00,0.7,05:55:00,-0.2,15:10:00,25.0,,False,09:55:00,True,15:00:00,True,Long,1.0,Broken,Short,0.0,Broken,Long,0.0,Broken
13/09/2012,Thursday,True,12:30:00,True,19:55:00,False,,1.65,14:25:00,-0.39,05:35:00,57.0,12:30:00,True,09:25:00,True,,False,Short,1.0,Complete,Short,0.0,Broken,Long,1.0,Complete
14/09/2012,Friday,True,05:55:00,False,,False,,1.28,10:20:00,-0.39,18:00:00,36.25,06:05:00,True,08:35:00,True,,False,Long,1.0,Complete,Long,1.0,Broken,Short,0.0,Complete
